TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-BR-6564-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-7703-11A-01R-2055-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-BR-7717-11A-01R-2055-13	TCGA-BR-7851-11A-01R-2203-13	TCGA-BR-8060-11A-01R-2343-13	TCGA-CG-5720-11A-01R-1602-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-CG-5728-11A-01R-1602-13	TCGA-CG-5730-11A-01R-1602-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-CG-5734-11A-01R-1602-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-FP-7829-11A-01R-2055-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-HU-A4GC-11A-11R-A251-31	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-IN-7806-11A-01R-2055-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-IN-8663-11A-01R-2402-13	TCGA-IP-7968-11A-01R-2203-13
PECI|10455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PECR|55825	11.9715	2.3955	12.1882	3.7352	14.0148	8.3861	4.0249	4.1871	5.837	4.7841	4.0084	5.6733	21.0322	3.6239	8.0269	4.1612	3.6541	3.0301	14.8582	2.6185	14.8982	4.4618	5.0822	51.1593	3.4973	4.0497	7.0323	3.5188	4.013	3.8583	5.3848	4.9297	3.7102
PEF1|553115	11.5389	11.8716	12.0317	9.3946	12.7892	12.3791	12.591	10.4737	15.7474	13.5995	14.2087	14.4128	10.8119	10.7525	14.0478	11.1848	14.7209	9.8703	13.2859	8.071	13.6125	22.2865	14.9166	10.5313	11.1296	14.4303	12.8574	12.2106	12.8876	12.6915	12.4815	11.2231	13.493
PEG10|23089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEG3AS|100169890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEG3|5178	0.2884	0.6481	0.262	0.2067	1.1231	0.157	0.0599	0.1477	2.9657	0.2784	0.7044	0.7311	0.3022	1.6249	0.1642	0.2346	1.3011	0.1372	0.2904	0.1159	0.1401	4.4845	2.3847	0.0761	5.829	3.8399	3.3828	6.7912	6.4932	0.2453	0.6197	0.3407	0.5074
PELI1|57162	4.9846	4.1715	2.6818	4.4825	3.1108	3.8026	3.1234	3.3647	3.0812	3.6865	3.7121	3.5199	4.6438	1.9038	2.4008	1.7776	3.9935	2.0024	2.9566	2.1588	3.4075	1.3942	3.1074	2.8923	2.3791	2.1927	3.0657	2.9907	3.5782	13.194	9.9871	17.1785	10.6147
PELI2|57161	3.7402	4.6049	3.7469	8.5514	4.4695	3.6756	3.6157	8.7144	3.4837	3.6193	7.2452	3.17	8.0718	4.7732	4.3779	5.0054	7.6682	3.6311	3.1467	3.5787	4.2422	1.9209	2.2895	7.3838	2.7074	1.4866	3.9139	3.0789	2.8757	1.2707	1.0498	1.0054	1.7663
PELI3|246330	1.9292	3.4209	2.0194	2.1057	3.3933	1.416	1.2522	1.5811	8.6876	2.6977	3.3524	2.8629	1.0753	4.7352	1.9718	1.5387	5.436	2.3146	1.614	1.721	1.2749	10.5951	10.8325	0.9441	8.3339	6.4457	7.4657	9.5055	8.0654	2.4166	1.7328	1.3614	2.0355
PELO|53918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PELP1|27043	11.0696	14.2738	9.7078	13.1192	14.471	3.0211	8.9384	12.6191	18.6188	12.0055	14.048	11.3612	8.6166	11.0417	13.6037	10.6768	14.1947	11.2626	9.4425	10.9673	9.686	16.4767	16.9434	5.3675	15.0171	13.3786	12.7644	14.4063	13.5667	11.4535	9.1154	6.5766	9.5178
PEMT|10400	25.931	9.0774	14.632	13.67	15.2757	32.7911	16.4079	13.1497	14.8652	17.0986	20.5958	17.3875	15.2166	12.428	20.2884	15.0151	18.0133	12.0614	35.7463	15.6802	24.0327	9.1461	8.679	21.1212	6.2081	7.4919	8.6762	9.1749	7.6994	13.9282	15.8338	13.9693	21.7277
PENK|5179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPD|5184	70.4239	17.8103	119.116	16.5474	123.6534	19.191	18.1094	16.2534	40.6006	22.8485	21.0902	21.6685	175.9185	16.0937	85.6735	14.0855	17.5494	14.1319	161.1738	14.6669	186.2336	26.3279	26.0932	279.5332	16.4785	20.4269	37.7996	22.4977	19.6201	26.8134	19.3346	18.5812	22.0648
PER1|5187	19.563	36.8253	16.8598	20.2727	25.8827	5.3049	11.4866	24.3711	108.2996	15.0946	19.414	17.7465	4.6671	40.1898	10.7742	4.5658	20.8637	3.7978	8.2111	5.5001	14.3477	78.3299	37.5382	6.5043	49.1862	43.0336	83.9545	66.1645	36.3481	25.5499	22.5881	12.5981	29.2629
PER2|8864	6.6975	10.6375	3.8451	8.6524	5.9807	1.8439	3.1637	9.6232	12.1848	3.2943	5.3422	2.7936	5.6324	8.3603	2.3794	1.9629	6.7269	2.708	3.3034	3.1453	4.4478	5.1543	6.1035	3.3496	6.377	5.2876	15.7472	7.5034	6.5544	5.786	22.1492	4.1542	12.5509
PER3|8863	5.0013	8.3145	3.003	4.9328	8.7358	2.9144	2.4007	13.7308	14.5531	2.102	10.5375	3.9187	8.3929	24.3878	1.5417	4.7356	7.4968	6.503	1.2738	2.4457	4.5761	16.714	24.3886	5.843	41.2254	23.3899	26.3243	34.8316	24.0423	1.266	2.2761	7.7145	6.7553
PER4|168741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PERP|64065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PES1|23481	14.6919	13.8218	14.5428	13.9225	15.7566	9.0578	16.9929	16.2928	13.9708	13.411	16.2573	13.5191	11.7565	9.8231	20.402	14.2159	17.1711	11.6388	13.8666	10.6887	13.9633	11.969	10.6977	10.7704	8.8917	9.3535	8.9899	9.7811	7.1833	12.468	12.3564	8.4902	12.0442
PET112L|5188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX10|5192	14.2067	11.5146	11.0406	12.9221	12.6461	10.7354	11.1943	12.9663	13.4733	14.5997	13.3679	12.1056	10.9488	9.3277	13.61	12.0976	14.0906	11.0351	11.8886	11.8329	13.8971	13.1122	11.2205	14.629	10.2584	11.6732	9.6046	11.5871	7.8421	11.5507	12.8552	9.4429	14.8459
PEX11A|8800	7.6106	4.3111	9.6105	5.8434	6.2607	8.9414	4.2297	3.6286	4.7006	3.4378	6.5232	3.2488	11.9664	4.131	6.3266	4.8639	6.6549	2.6968	12.4958	3.1833	11.916	2.9528	5.6163	8.394	3.5601	3.2705	3.4913	4.1316	2.4355	3.8416	1.8479	3.4245	3.3848
PEX11B|8799	14.6403	10.9058	14.1563	15.4451	12.2403	19.821	17.3158	14.7245	7.3575	15.8579	14.7274	13.8519	11.2353	6.578	15.6481	13.5757	13.9255	11.3294	12.7695	11.0468	12.3497	9.4284	8.6174	15.6269	6.6238	8.1171	5.5524	7.3208	6.0904	13.6284	11.5257	12.729	10.944
PEX11G|92960	3.6242	2.5873	4.709	4.365	4.0564	5.8207	2.9947	4.5159	2.7802	3.031	3.4405	2.2642	5.9765	2.1659	6.407	2.9332	3.5513	3.1494	8.2769	4.3007	7.34	1.397	0.9136	12.5546	1.4421	1.3944	2.1655	1.7917	0.8999	1.393	2.3387	2.0523	2.766
PEX12|5193	2.0831	1.5754	2.2337	2.3365	1.8871	2.9431	2.4622	2.7569	2.1838	2.947	2.4947	2.3209	2.0772	2.5689	1.9826	1.6305	2.8937	1.9581	1.8003	1.7017	1.2862	2.6926	3.462	1.283	4.2301	2.8439	1.785	3.3696	2.403	2.2436	1.6557	1.6974	1.5715
PEX13|5194	4.8821	3.2716	3.8946	4.9871	3.8248	5.3297	3.6403	4.5399	3.9004	3.7154	4.8409	3.839	7.3694	4.7743	3.1718	3.2518	3.6082	2.4686	3.8898	2.7394	3.6867	3.3507	3.3419	6.5298	5.3522	5.0977	4.5311	4.8226	4.699	4.1452	5.377	6.5461	5.901
PEX14|5195	5.8484	4.8877	4.904	5.0986	6.7484	3.8583	5.3744	5.2606	5.5088	4.9308	5.252	4.9179	5.4997	3.1322	6.5299	4.2186	4.8571	4.2926	8.1772	4.6699	7.421	5.2393	5.1006	9.0475	3.4989	3.8603	3.6011	4.2655	3.5099	6.4336	5.2303	3.1968	6.1232
PEX16|9409	11.6893	10.7503	11.4026	9.3288	13.7443	10.3318	9.4575	11.6589	8.4577	12.7048	10.5605	13.1747	14.3595	7.4916	18.3534	13.7646	9.7441	10.243	19.9736	9.6669	21.2026	8.6421	6.36	21.0542	4.5213	5.6763	6.2875	5.1361	4.0085	7.1167	6.7041	5.8588	7.9391
PEX19|5824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX1|5189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX26|55670	14.6657	9.5389	15.6874	9.6967	20.8979	4.7645	7.5044	9.4146	8.7213	6.1048	10.2686	6.4868	42.3907	6.6844	17.1476	7.1	10.863	7.7001	28.0892	6.469	19.0737	8.9664	8.7599	45.5528	8.5911	6.4526	12.2805	9.3669	7.8827	5.1756	9.6065	4.9372	6.8933
PEX2|5828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX3|8504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX5L|51555	0.0234	0.0123	0.0246	0.0376	0.0216	0.0213	0.0057	0.0016	0.0617	0.0029	0.022	0.032	0.0696	0.1035	0.0636	0	0	0	0.0095	0.0105	0.0245	0.0023	0.0371	0.0092	0.075	0.0411	0.0994	0.0728	0.0293	0	0	0.0082	0.0119
PEX5|5830	4.2199	3.4562	4.9901	4.766	5.2824	2.8495	3.3315	4.0908	8.1573	4.2324	5.7186	6.0145	4.6078	6.8186	4.5782	2.3906	5.1062	3.1597	4.0348	3.9559	3.9382	7.2444	8.16	5.5279	8.9923	8.4537	7.1256	8.4127	8.3921	4.5486	4.8142	3.3194	5.4373
PEX6|5190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX7|5191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF4V1|5197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF4|5196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFAS|5198	2.458	1.7911	2.2316	2.1343	2.9999	0.8025	1.6433	3.445	3.3236	2.6182	2.7794	2.4883	2.4703	2.1801	3.405	2.2438	2.7035	2.2781	1.9413	1.5575	1.3172	2.0264	2.4651	0.9727	2.6884	1.9365	1.8201	2.3163	2.1952	1.952	2.3819	1.6475	1.8354
PFDN1|5201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFDN2|5202	36.7514	20.6278	19.9083	12.5921	21.6865	55.0496	25.2936	16.8249	23.7369	37.6265	23.2327	39.0702	25.9598	26.7939	31.5316	31.1312	22.9759	28.6396	37.6054	22.1774	45.3334	38.5542	23.3757	18.2382	32.5133	48.0207	45.1639	38.1042	40.3736	18.4093	28.6974	26.5792	40.2181
PFDN4|5203	8.9701	5.235	4.5838	5.1048	4.633	20.2848	3.9408	2.8998	6.9464	14.1087	5.0232	10.7726	6.331	8.3536	5.7215	9.1386	3.581	5.8784	7.9481	6.3125	7.6535	11.5502	10.4363	6.7501	14.2663	24.7324	17.3122	19.6021	18.1286	6.8423	8.6734	11.8539	7.4479
PFDN5|5204	78.1782	55.7234	42.7981	45.2633	53.1274	248.7765	58.3963	34.4817	62.0738	130.8517	53.271	143.0614	46.5506	71.2092	58.3232	91.8872	44.6153	60.7454	66.4092	59.0201	64.9349	119.2593	66.6369	37.8708	69.3754	120.8384	105.6792	80.9752	96.2632	42.7038	47.7379	66.6517	53.2819
PFDN6|10471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFKFB1|5207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFKFB2|5208	4.6398	2.3304	5.348	2.8851	3.6743	0.9932	2.1423	3.2612	1.6793	1.9265	1.6324	1.2078	9.9305	2.3719	4.5207	2.5152	3.1201	1.8042	5.7514	1.7242	6.6142	0.6383	1.18	5.6494	0.9961	0.8179	1.2761	0.832	0.7716	3.5192	2.701	4.6794	2.5542
PFKFB3|5209	13.4514	11.5669	12.3814	8.8109	8.3802	2.0507	7.6111	9.345	14.2017	9.8518	7.0223	9.5275	8.6954	10.5232	14.1859	3.9024	8.0422	5.2177	26.766	5.2593	30.1939	6.9073	10.2794	5.6305	4.5501	3.8634	8.9094	7.0566	12.0258	26.5817	12.4511	20.4207	23.7734
PFKFB4|5210	4.9145	0.5801	8.3025	0.633	11.5201	0.5094	0.528	0.4326	2.0761	0.807	0.6796	0.8079	11.5336	0.5004	2.295	0.2632	0.5615	0.4277	9.0734	0.4128	2.7811	0.4464	0.412	22.0886	0.5338	0.31	2.069	0.5866	0.2794	2.9403	1.7181	1.561	3.4585
PFKL|5211	36.1218	36.8741	44.6726	39.8805	51.6049	13.443	36.7705	45.7382	37.8116	25.5366	51.7491	21.7312	54.6368	23.4248	51.0534	25.5186	51.2452	27.7423	54.9042	28.398	53.8301	21.0326	24.3661	68.6834	11.379	11.2828	16.3185	12.206	11.4653	31.5592	31.3977	24.1879	29.5481
PFKM|5213	5.0822	6.6752	4.3585	3.7015	7.3002	2.7974	3.1863	5.3652	18.476	5.263	6.6909	6.7986	4.6892	13.4249	3.9521	3.522	8.3969	3.0789	3.3775	2.6142	3.4497	33.3519	27.336	4.2212	24.3976	23.0319	20.2911	21.7773	20.3768	6.109	5.8121	5.1736	4.852
PFKP|5214	20.5627	13.5813	15.3493	10.0162	21.1207	4.9862	15.3515	17.2224	9.4583	9.936	14.7857	9.446	23.7513	5.1951	27.4285	13.2223	13.6428	11.2445	23.7607	7.9794	27.7638	6.3434	25.7444	32.0241	6.8993	5.4537	13.4403	7.7619	7.895	30.7853	19.1671	18.6931	28.6186
PFN1|5216	1486.0861	867.1003	794.8718	590.788	846.2445	1090.1776	985.7961	648.7398	726.0531	1044.3684	991.0156	1397.6462	1021.2246	476.5282	1327.156	1257.6907	854.1388	948.7335	1826.2777	956.8928	1652.0408	1056.8961	893.1389	1054.2227	923.8276	1147.4674	1162.0209	1022.3158	1114.6771	453.7732	562.4802	567.1424	818.0262
PFN2|5217	11.5376	14.4667	6.7639	6.0288	16.9554	21.9884	4.4497	6.5825	43.6429	9.4667	14.9844	23.555	3.2305	25.0782	4.2005	5.9284	12.5029	3.9892	6.7896	4.079	4.576	74.958	57.59	8.3349	48.7989	82.4646	63.2027	52.6659	61.8189	10.3343	7.8141	13.3948	18.5571
PFN3|345456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFN4|375189	0.057	0.1767	0.2062	0.2788	0.1066	0.1057	0.1202	0.2262	0.307	0.3147	0.0598	0.3288	0.0985	0.1998	0.3409	0.4615	0.2952	0	0.092	0.2845	0.0152	0.2725	0.4179	0.0874	0.5816	0.5431	0.1794	0.4605	0.7078	0.1891	0.3121	0.601	0.2018
PGA3|643834	684.0501	164.1382	39.1833	11082.8846	326.6635	1064.5056	2005.4107	5739.8638	230.3584	5264.5628	61.5516	4145.2997	64.8753	13095.0418	2429.1499	16763.4189	102.1354	7460.5405	7.324	2069.8419	993.8284	3.9064	0.0703	25.6843	0.0547	0.0547	0.244	0.0814	0.0451	0.0262	0.0171	0	0
PGA4|643847	38.1062	8.2865	77.4367	1724.5891	20.5495	41.9682	55.0058	879.3641	23.8276	698.804	7.5906	1236.4876	5.821	3084.2101	75.0191	668.152	2.007	163.1157	0.1829	170.5827	56.7814	1.0768	0.0217	5.0557	0.018	0	0.0486	0.0055	0.005	0	0	0	0
PGA5|5222	142.2316	75.9	2496.7964	2822.2355	9.6298	153.7664	75.9674	4333.5457	4.0248	735.3386	5.6411	7291.9699	8.0132	5606.4081	326.0961	3142.8083	3.8736	1376.4753	1.8367	384.6919	101.173	7.1058	0.1239	3.9657	0.0547	0.0868	0.0485	0.0474	0.0509	0	0.0256	0	0
PGAM1|5223	15.5034	11.3901	16.2024	9.8693	18.8385	11.1345	14.078	12.448	13.2541	17.0354	14.1241	17.6083	26.8765	10.1798	15.1155	9.7227	10.2454	7.4656	20.1517	7.607	16.8144	23.8933	25.5095	32.1702	20.3173	20.6995	21.7524	18.505	19.5866	30.4284	41.8322	37.5015	36.71
PGAM2|5224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGAM4|441531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGAM5|192111	14.3537	8.5433	6.0813	9.7587	11.119	21.2028	15.4279	14.4441	7.7678	12.3306	12.0473	12.7604	13.4459	12.5105	16.2015	13.7962	11.7993	11.4866	16.7198	10.797	14.7307	7.3737	5.3318	13.3407	7.2026	6.9608	6.9907	8.2046	6.6413	7.8699	12.1664	7.8047	10.4191
PGAP1|80055	2.6807	0.6111	1.0194	1.2317	1.4602	0.7157	0.3278	0.7988	1.9126	0.5662	0.5979	0.4691	2.6453	1.3815	0.5428	0.6221	0.7861	0.3089	1.3928	0.5491	0.7863	1.0127	1.4486	1.2004	2.1731	1.6795	1.6841	2.2174	1.8485	1.491	2.2979	2.1216	1.0082
PGAP2|27315	6.2654	3.9356	6.8593	6.0744	6.1795	5.2879	5.7423	6.6452	4.9125	7.0273	6.2158	5.8881	6.8426	5.3512	7.2688	6.0934	6.8385	4.3014	7.0863	5.5424	6.5566	2.8983	3.6401	10.5858	2.8731	2.7297	3.8091	2.8344	2.2846	10.9564	13.3555	11.7942	9.8933
PGAP3|93210	13.7131	13.2277	18.7032	18.1954	17.0309	9.7827	7.6263	10.7808	11.3259	8.0295	18.0484	6.2211	17.1105	7.9097	17.0785	8.6238	18.4023	8.3289	17.8612	10.3563	11.679	7.0322	7.4309	23.2548	3.3796	3.8215	5.6755	4.2617	3.0825	15.8195	14.8959	13.1889	12.895
PGBD1|84547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGBD2|267002	1.3945	1.6071	1.3252	1.9423	1.8116	1.5928	1.2199	1.5769	1.9526	2.6701	2.6249	1.9806	2.1071	1.2827	1.3018	1.1565	1.7998	1.1018	1.334	1.1979	0.8031	0.7767	1.2037	1.9407	0.5707	0.7736	0.8556	0.9539	0.8405	1.6633	1.5727	1.6225	0.6693
PGBD3|267004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGBD4|161779	0.7439	0.5477	0.59	0.6604	0.34	0.5564	0.5565	0.5944	0.7498	0.9628	0.6539	0.7375	0.7225	0.7731	0.5475	0.5579	0.6249	0.4975	0.3771	0.4601	0.2491	0.9022	0.8858	0.4075	1.147	0.7363	0.7071	1.3393	0.5225	0.3677	0.5026	0.1301	0.2317
PGBD5|79605	0.1915	0.3427	0.2338	0.707	0.6597	0.5552	0.2089	0.4327	0.6713	0.5042	0.6665	0.4177	0.0784	0.4317	0.4298	0.3297	0.5836	0.4761	0.4489	0.3274	0.2112	0.2312	0.1615	0.0411	0.2146	0.3713	0.2872	0.3427	0.1992	0.3364	0.6406	0.9519	0.637
PGCP|10404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGC|5225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGD|5226	55.8977	39.3917	69.0927	53.4688	66.4078	36.7512	54.7027	68.1524	32.605	51.6478	51.1034	49.9107	65.3991	23.9769	71.2879	57.3323	67.7239	57.4689	70.1308	53.1193	71.3873	12.0921	30.9906	112.6269	7.2284	7.7225	16.2618	8.1976	6.5913	345.5715	366.4788	327.0332	200.3158
PGF|5228	1.6463	1.3962	1.5136	0.9235	1.6604	1.5761	1.1461	0.9951	2.9328	3.9055	1.1325	2.7078	0.7856	1.2292	1.1619	0.7929	0.9143	1.6022	1.2015	1.2076	1.3107	4.9752	1.4179	0.6426	1.1328	1.6888	0.782	1.4468	0.9277	1.2743	1.2688	0.5468	4.5622
PGGT1B|5229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGK1|5230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGK2|5232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLS|25796	66.9356	40.6311	40.2493	38.1999	43.9185	65.5177	57.9841	49.9297	41.1224	68.4929	52.3486	63.4616	64.7061	35.8158	62.2506	54.5601	45.0185	39.4945	72.2366	61.8434	80.1634	29.6111	28.0578	76.8765	21.3703	26.1089	31.0632	26.0943	18.8527	60.0228	91.1892	70.2268	96.7161
PGLYRP1|8993	1.0471	0.5683	0.2305	0.2274	0.3699	0	0.6211	0.1769	0.925	0.616	0.5711	1.7251	0.1308	0.191	0.1927	0.4037	0.4724	0.4262	0.1532	0.2748	0.4395	0.0888	0.064	0.0742	0.0849	0.2268	0.5843	0.121	0.0294	0.0154	0.0392	0.0333	0.048
PGLYRP2|114770	0.2149	0.1804	0.2135	0.1555	0.0617	0.3219	0.2746	0.1645	0.0533	0.3451	0.1627	0.0608	0.0516	0.0501	0.1942	0.1976	0.0856	0.2606	0.2448	0.3598	0.1006	0	0	0.0638	0	0.0174	0.0115	0	0	0.0033	0.0023	0	0.0013
PGLYRP3|114771	0.0192	0.2276	0.1243	0.1723	0.0013	0	0.1452	0.5161	0.0202	0.0194	0.0421	0.0612	0.049	0	0	0.0378	0.0361	0.3277	0	0.0515	0.0759	0	2.4443	0.0075	0	0	0	0	0	51.2971	55.7698	66.3479	43.8188
PGLYRP4|57115	0.0246	0	0	0	0.0841	0	0	0.0041	0.0065	0.0241	0	0	0.0254	0	0	0	0	0	0	0.0055	0	0	0.2355	0	0	0	0	0.0168	0	2.418	2.9162	6.0136	2.9966
PGM1|5236	29.849	23.0858	30.4639	18.352	30.8535	17.4135	16.6858	16.0173	19.6244	15.023	20.6406	17.1442	40.6027	15.5326	23.3462	13.0639	17.995	10.7384	36.9004	12.5229	32.6601	24.074	26.184	52.8804	19.5295	16.7299	21.4517	20.3446	19.3572	18.7337	21.2458	20.0439	21.3234
PGM2L1|283209	1.1232	0.9379	0.5345	1.1561	0.705	0.4383	0.9607	1.2036	1.1169	1.1904	1.2598	1.0706	1.0239	1.1728	0.616	0.7462	0.9895	0.6604	0.5488	0.6642	0.5626	0.7476	0.7751	0.466	1.1276	1.5065	1.2971	1.9922	1.4963	0.3087	0.3686	0.2256	0.7895
PGM2|55276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM3|5238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM5P2|595135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM5|5239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGPEP1L|145814	0.1359	0.0966	0.0908	0	0.1512	0.039	0	0.004	0.1959	0.0072	0.0289	0.1591	0.0097	0.2127	0	0.0698	0.0537	0	0.0342	0.0253	0.015	0.0171	0.0356	0.0114	0.141	0.1524	0.8497	0.076	0.04	0.1843	0.1518	0.2013	0.0725
PGPEP1|54858	8.7977	6.9613	7.0521	6.5393	10.0842	2.6488	2.8921	4.6904	5.1345	3.4666	3.7014	3.1561	15.3216	6.2766	11.4374	6.8779	7.6572	6.3198	14.9194	6.4937	11.4477	6.0479	5.6401	16.89	8.106	7.1769	11.0201	7.3653	8.0128	1.3051	1.4153	0.6362	2.4768
PGP|283871	7.8743	6.6599	6.3154	4.8922	5.448	8.3687	9.7232	7.2552	5.4177	8.642	7.8315	8.1429	7.6434	4.0315	10.4914	8.9972	6.8443	6.7894	9.6318	5.3427	10.1775	6.1892	3.8761	9.2689	4.6159	5.327	5.2443	5.4065	4.4706	2.6909	3.9393	2.91	3.9425
PGRMC1|10857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGRMC2|10424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGR|5241	0.3349	0.5051	0.1599	0.1829	0.5923	0.1245	0.0467	0.1308	2.1114	0.2864	0.4356	0.4265	0.1863	1.7113	0.125	0.1519	0.5053	0.1014	0.2433	0.1131	0.1828	0.6623	2.6873	0.0567	4.9131	2.3378	1.8038	5.0771	2.8845	0.063	0.1298	0.0699	0.1805
PGS1|9489	2.9706	2.4494	2.5786	2.2708	3.3706	1.115	2.9022	2.9602	4.1993	5.1752	3.6623	3.6038	4.2971	2.5578	3.5758	1.8085	2.9103	2.4075	2.4938	1.9716	2.5587	2.8065	3.6513	3.1189	3.2707	2.9045	2.2269	3.6341	3.259	2.5344	2.4046	1.5531	2.5294
PHACTR1|221692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHACTR2|9749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
